X_Faktor,Y_Ziel,Wert,Beschreibung
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
Zielvariable,Cross-Impact-Matrix,,"Wenn Verkehrserzeugung (Zielvariable), wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,Cross-Impact-Matrix,,"Wenn ❓, wie stark beeinflusst das, dass Auswirkung Kriegssituation (Cross-Impact-Matrix)?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
Faktor,A1. schreiten voran,,"Wenn Ordnungspolitische Maßnahmen (Faktor), wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
Maßnahmencluster,A1. schreiten voran,,"Wenn Zahlungsmethoden (Maßnahmencluster), wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
Zielvariable,A1. schreiten voran,,"Wenn Verkehrserzeugung (Zielvariable), wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
,A1. schreiten voran,,"Wenn ❓, wie stark beeinflusst das, dass Technische Innovationen Fahrrad zunimmt?"
